"cap";"categoria";"clifor";"cod_agente";"conto";"es_iva";"listino";"localita";"mastro";"natura";"pagamento";"pr";"rag_sociale1";"sconto";"spese";"tipo_fatturaz";"zona"
"";"";"C";"0";"120";"0";"";"DUBLIN 24 IRELAND";"14";"4";"R.D";"";"ADOBE SYSTEMS SOFTWERE IERLAND";"0";"0";"1";"22"
"";"";"C";"0";"122";"0";"";"BUCAREST-ROMANIA";"14";"4";"R.D";"";"CLIENTE 40";"0";"0";"1";""
"";"";"C";"0";"135";"0";"";"CO KILDARE -IRLANDA";"14";"4";"R.D";"";"KERRY INGREDIENTS & FLAVOURS";"0";"0";"2";"22"
"";"";"C";"0";"140";"0";"";"DE-83123 AMERANG";"14";"4";"R.D";"";"AUER PACKAGING GMBH";"0";"0";"1";"24"
"";"";"C";"0";"141";"0";"";"DUBLIN 18 D18 521 IRELAND";"14";"4";"";"IE";"MICROSOFT IRELAND OPERATIONS";"0";"0";"1";""
"";"";"C";"0";"145";"0";"";"90292 MARINA DEL REY CA";"14";"3";"R.D";"USA";"CLIENTE 41";"0";"0";"1";""
"";"";"C";"0";"164";"0";"";"LOS ANGELES CA 90034";"14";"3";"R.D";"USA";"PADOVANI LLC";"0";"0";"1";"26"
"";"";"C";"0";"64";"23";"";"SWITZERLAND";"14";"3";"R.D";"CH";"PASTINELLA ORIOR MENU AG.";"0";"0";"2";"28"
"";"";"C";"0";"95";"0";"";"DUBLIN 18 IRELAND";"14";"4";"R.D";"IE";"GETTY IMAGES INTERNATIONAL";"0";"0";"1";""
"";"";"F";"0";"27";"0";"";"";"40";"7";"";"";"FORNITORI VARI";"0";"1";"N";""
"";"";"F";"0";"345";"0";"";"Carrickmines-Dublin 18";"40";"4";"R.D";"IE";"GETTY IMAGES INTERNATIONAL";"0";"1";"N";""
"";"";"F";"0";"374";"0";"";"D-70188 STUTTGART";"40";"4";"R.D";"DE";"DI GENNARO FEINKOST UND";"0";"1";"N";""
"";"";"F";"0";"439";"0";"";"DUBLIN 24 IRELANS";"40";"4";"R.D";"IE";"ADOBE SYSTEMS SOFTWERE IRELAND";"0";"1";"N";""
"";"";"F";"0";"443";"0";"";"BUCAREST-ROMANIA";"40";"4";"RD3";"";"MARCELA RISTEA";"0";"1";"N";""
"";"";"F";"0";"494";"0";"";"";"40";"1";"";"";"OGNI GIORNO PER EMMA ONLUS";"0";"1";"N";""
"";"";"F";"0";"498";"0";"";"CO KILDARE-IRLANDA";"40";"4";"RD6";"";"KERRY INGREDIENTS & FLAVOURS";"0";"1";"N";""
"";"";"F";"0";"515";"0";"";"DE-83123 AMERANG";"40";"4";"R.D";"DE";"AUER PACKAGING GMBH";"0";"1";"N";""
"";"";"F";"0";"516";"0";"";"DUBLIN 18 D18 P521IRELAND";"40";"4";"R.D";"IE";"MICROSOFT IRELAND OPERATIONS";"0";"1";"N";""
"";"";"F";"0";"535";"0";"";"90292 MARINA DEL REY CA";"40";"3";"";"USA";"RICCARDO FRIGIERI";"0";"1";"N";""
"";"";"F";"0";"588";"0";"";"ELIZABETH, NJ 07201";"40";"3";"R.D";"USA";"THE RADIOUS GROUP, INC.";"0";"1";"N";""
"";"C&CHO";"C";"0";"98";"42";"61";"NO-0255 OSLO-NORWAY";"14";"3";"R.D";"NO";"OLIVIA IMPORT";"0";"0";"2";"30"
"";"DIS";"C";"0";"139";"8";"84";"4672837 Herzliya-Israel";"14";"3";"R.D";"IL";"A.Seyman Trade Ltd";"0";"0";"1";"32"
"";"DIS";"C";"0";"24";"8";"19";"CLOSE TIN WAN ABERDEEN";"14";"3";"R.D";"HK";"STABLE TRADING LIMITED ITALIAN";"0";"0";"1";"27"
"";"DIS";"C";"0";"8";"41";"14";"Co.LIMERICK";"14";"4";"B15";"IE";"PALLAS FOODS LTD";"0";"0";"2";"22"
"";"DIS";"C";"0";"84";"41";"51";"DUBLIN 12-IRELAND";"14";"4";"R.D";"IE";"K&C NORTON WHOLESALE FOODS LTD";"0";"0";"2";"22"
"";"DIS";"C";"0";"89";"41";"55";"D-70188 STUTTGART";"14";"4";"R.D";"DE";"DI GENNARO FEINKOST-UND";"3";"0";"2";"24"
"";"DIS";"C";"2";"157";"8";"96";"CASABLANCA-MAROCCO";"14";"3";"P";"MA";"BSK FOOD";"0";"0";"2";"35"
"00000";"DIS";"C";"0";"82";"41";"48";"2650 HVIDOVRE DANMARK";"14";"4";"R3D";"DK";"C & E GASTRO-IMPORT LOGISTIC";"0";"0";"2";"29"
"00040";"";"F";"0";"191";"0";"";"POMEZIA";"40";"1";"RD3";"RM";"FIORUCCI FOOD SERVICE SRL";"0";"1";"N";""
"00055";"";"F";"0";"451";"0";"";"LADISPOLI";"40";"1";"R.D";"RM";"PENNAMONTATA SRL S";"0";"1";"N";""
"00071";"";"F";"0";"110";"0";"";"POMEZIA";"40";"1";"06B";"RM";"RENTOKIL INITIAL ITALIA SPA";"0";"1";"N";""
"00123";"ECO";"C";"0";"18";"0";"EC";"ROMA";"13";"1";"P";"RM";"CLIENTE 1";"0";"0";"2";"7"
"00132";"";"F";"0";"192";"0";"";"ROMA";"40";"1";"RD3";"RM";"MAGE PROMO SERVICE SRL";"0";"1";"N";""
"00134";"";"F";"0";"348";"0";"";"ROMA";"40";"1";"RD3";"RM";"ENDOVIS SRL";"0";"1";"N";""
"00142";"";"F";"0";"106";"0";"";"ROMA";"40";"1";"R.D";"RM";"ENI SPA";"0";"1";"N";""
"00144";"";"F";"0";"456";"0";"";"ROMA";"40";"1";"R.D";"RM";"AGROQUALITA SPA";"0";"1";"N";""
"00155";"";"C";"0";"34";"0";"10";"ROMA";"14";"1";"R.D";"RM";"HOTEL ROTELLE CO.DIVI SRL";"0";"0";"2";"7"
"00155";"";"F";"0";"579";"0";"";"ROMA";"40";"1";"R.D";"RM";"UNIVERSAL MARKETING SRL";"0";"1";"N";""
"00159";"";"F";"0";"122";"0";"";"ROMA";"40";"1";"R.D";"RM";"AUTOSTRADE PER L'ITALIA SPA";"0";"1";"N";""
"00159";"";"F";"0";"123";"0";"";"ROMA";"40";"1";"R.D";"RM";"TELEPASS SPA";"0";"1";"N";""
"00161";"";"F";"0";"108";"0";"";"ROMA";"40";"1";"R.D";"RM";"INFOCAMERE SOCIETA' CONSORTILE";"0";"1";"N";""
"00161";"";"F";"0";"144";"0";"";"ROMA";"40";"1";"R.D";"RM";"TRENITALIA SPA";"0";"1";"N";""
"00173";"";"F";"0";"412";"0";"";"ROMA";"40";"1";"RD3";"RM";"DPS AGENCY SRL";"0";"1";"N";""
"00176";"ECO";"C";"0";"19";"0";"EC";"ROMA";"13";"2";"P";"RM";"CLIENTE 2";"0";"0";"2";"7"
"00185";"";"F";"0";"212";"0";"";"ROMA";"40";"1";"R.D";"RM";"M.E.R.G.E.L.L.I.N.A. SRL";"0";"1";"N";""
"00187";"";"F";"0";"259";"0";"";"ROMA";"40";"1";"RD3";"RM";"METAENERGIA SPA";"0";"1";"N";""
"00187";"";"F";"0";"483";"0";"";"ROMA";"40";"1";"R.D";"RM";"TSH COLLAB ITALY SRL";"0";"1";"N";""
"00187";"";"F";"0";"567";"0";"";"ROMA";"40";"1";"R.D";"RM";"TSH FLORENCE OPCO SRL";"0";"1";"N";""
"00195";"";"F";"0";"458";"0";"";"ROMA";"40";"2";"R.D";"RM";"SHENZHENSHI SHICHENDIANZISHANG";"0";"1";"N";""
"00195";"";"F";"0";"570";"0";"";"ROMA";"40";"1";"RD3";"RM";"SPS INOVYS LOGISTIC SPA";"0";"1";"N";""
"00198";"";"F";"0";"176";"0";"";"ROMA";"40";"1";"RD3";"RM";"ENEL SERVIZIO ELETTRICO SPA";"0";"1";"N";""
"01036";"";"F";"0";"248";"0";"";"NEPI";"40";"1";"RD3";"VT";"I.P.A.SRL";"0";"1";"N";""
"01070";"";"C";"0";"79";"41";"45";"BRUXELLES";"14";"4";"RD3";"BE";"AGRIDISTRIBUTION SPRL";"0";"0";"2";"25"
"03043";"";"F";"0";"182";"0";"";"CASSINO";"40";"1";"R.D";"FR";"ROCCA 2000 DI ROCCA R.E c.SNC";"0";"1";"N";""
"03043";"";"F";"0";"321";"0";"";"CASSINO";"40";"1";"RD3";"FR";"CONSORZIO TO WORK";"0";"1";"N";""
"03043";"";"F";"0";"486";"0";"";"CASSINO";"40";"1";"RD6";"FR";"MINERVA SRLS";"0";"1";"N";""
"04011";"DSCEU";"C";"0";"113";"0";"69";"APRILIA";"14";"1";"RD3";"LT";"EUROSPIN LAZIO SPA";"0";"0";"2";"7"
"04022";"ECO";"C";"0";"9";"0";"EC";"FONDI";"13";"2";"P";"LT";"CLIENTE 3";"0";"0";"2";"7"
"04100";"";"F";"0";"533";"0";"";"LATINA";"40";"1";"RD3";"LT";"VIVARELLI CONSULTING SRLS";"0";"1";"N";""
"04100";"DET";"C";"0";"148";"0";"89";"LATINA";"14";"1";"R.D";"LT";"WHITE RICEVIMENTI SRL";"0";"0";"2";"7"
"06010";"";"F";"0";"15";"0";"";"CITERNA";"40";"1";"RB3";"PG";"BOSCHI 1881 SRL";"0";"1";"N";""
"06012";"";"F";"0";"506";"0";"";"CITTA' DI CASTELLO";"40";"2";"R.D";"PG";"OFFICE SHOP DI TANZI MARCO";"0";"1";"N";""
"06012";"";"F";"0";"611";"0";"";"CITTA' DI CASTELLO";"40";"1";"R.D";"PG";"L'ABBONDANZA SRL";"0";"1";"N";""
"06038";"";"F";"0";"415";"0";"";"SPELLO";"40";"2";"R.D";"PG";"IL TARTUFO DI PAOLO DI";"0";"1";"N";""
"06061";"";"F";"0";"102";"0";"";"CASTIGLION DEL LAGO";"40";"1";"R.D";"PG";"COOP CENTRO ITALIA";"0";"1";"N";""
"06061";"";"F";"0";"208";"0";"";"CASTIGLIONE DEL LAGO";"40";"2";"R.D";"PG";"A 360 GRADI BAR CAFFETTERIA DI";"0";"1";"N";""
"06061";"GDOCO";"C";"0";"4";"0";"7";"CASTIGLIONE DEL LAGO";"14";"1";"RD3";"PG";"COOP CENTRO ITALIA";"0";"0";"1";"18"
"06063";"";"F";"0";"476";"0";"";"MAGIONE PERUGIA";"40";"1";"RB6";"PG";"FRANTOI OLEARI ITALIANI SRL";"0";"1";"N";""
"06063";"";"F";"0";"497";"0";"";"MAGIONE";"40";"1";"R.D";"PG";"EUROSPIN TIRRENICA SPA";"0";"1";"N";""
"06063";"DSCEU";"C";"0";"116";"0";"69";"MADON.DI SOCCORSO MAGIONE";"14";"1";"RD3";"PG";"EUROSPIN TIRRENICA SPA";"0";"0";"2";"18"
"06087";"";"F";"0";"305";"0";"";"PONTE SAN GIOVANNI";"40";"1";"RD3";"PG";"IPERSERVICE SOC. COOPERATIVA";"0";"1";"N";""
"06135";"";"C";"23";"26";"0";"5";"PONTE SAN GIOVANNI";"14";"1";"RD3";"PG";"G.M.F.SPA";"0";"0";"2";"18"
"06700";"";"F";"0";"40";"0";"";"ST-LAURENT-DU-VAR";"40";"4";"";"FR";"BARBERO TRANSPORTS";"0";"1";"N";""
"08000";"DIS";"C";"0";"69";"41";"41";"ARHUS C DANIMARCA";"14";"4";"R.D";"DK";"PASSIONE BY MARCELLO DA MILANO";"0";"0";"2";"29"
"08009";"";"C";"0";"158";"0";"";"BARCELLONA";"14";"4";"R.D";"ES";"VACACIONES eDREAMS SLU";"0";"0";"2";""
"08009";"";"F";"0";"589";"0";"";"BARCELLONA";"40";"4";"R.D";"ES";"VACACIONES eDREMAS SLU -OPODO";"0";"1";"N";""
"08694";"DIS";"C";"0";"161";"41";"99";"SPAGNA";"14";"4";"R.D";"ES";"PARTENOPE & BEVERAGE SL";"0";"0";"2";"36"
"09850";"";"F";"0";"290";"0";"";"HIRTSHALS";"40";"4";"RD3";"DK";"JELEX SEAFOOS A/S";"0";"1";"N";""
"10015";"";"F";"0";"296";"0";"";"IVREA";"40";"1";"R.D";"TO";"VODAFONE ITALIA SPA";"0";"1";"N";""
"10023";"";"F";"0";"536";"0";"";"CHIERI";"40";"1";"R.D";"TO";"ONE FOOD SRL";"0";"1";"N";""
"10036";"";"F";"0";"317";"0";"";"SETTIMO TORINESE";"40";"1";"R.D";"TO";"JOOG SRL";"0";"1";"N";""
"10093";"";"F";"0";"9";"0";"";"COLLEGNO";"40";"1";"R3D";"TO";"RCA IMBALLAGGI FLESSIBILI Srl";"0";"1";"N";""
"10121";"";"F";"0";"610";"0";"";"TORINO";"40";"1";"RD3";"TO";"INTESA SAN PAOLO SPA";"0";"1";"N";""
"10135";"";"F";"0";"404";"0";"";"TORINO";"40";"1";"RD3";"TO";"LEASYS SPA";"0";"1";"N";""
"10135";"ECO";"C";"0";"27";"0";"EC";"TORINO";"13";"2";"P";"TO";"CLIENTE 4";"0";"0";"1";"12"
"1080";"";"C";"0";"33";"41";"8";"MOLENBEEK SAINT JEAN (BE)";"14";"4";"R.D";"BE";"SA ITALBERE";"0";"0";"2";"25"
"1110";"";"C";"0";"37";"0";"";"BRUXELLES -BELGIO";"14";"4";"R.D";"BE";"DELAGAZIONE ITALIANA NATO";"0";"0";"1";"25"
"1140";"";"C";"0";"132";"0";"";"Brussels-Belgium";"14";"4";"R.D";"BR";"D-Side s.a./n.v";"0";"0";"1";""
"1140";"";"F";"0";"485";"0";"";"BRUSSELS BELGIUM";"40";"4";"R.D";"BE";"D-SIDE s.a./n.v.";"0";"1";"N";""
"12011";"";"F";"0";"410";"0";"";"BORGO S.DALMAZZO";"40";"1";"RD3";"CN";"AZIENDA AGRIMONTANA SPA";"0";"1";"N";""
"12042";"";"F";"0";"250";"0";"";"BRA";"40";"1";"RD3";"CN";"TESI SPA";"0";"1";"N";""
"12060";"";"F";"0";"352";"0";"";"CLAVESANA";"40";"2";"R.D";"CN";"AGRITURISMO SAN MARTINO DI";"0";"1";"N";""
"12100";"";"F";"0";"326";"0";"";"CUNEO";"40";"1";"RD3";"CN";"EUROFINS CHEMICAL CONTROL SRL";"0";"1";"N";""
"14100";"";"F";"0";"73";"0";"";"ASTI";"40";"2";"RD3";"AT";"PASCUZZI MICHELE";"0";"1";"N";""
"15067";"";"F";"0";"481";"0";"";"NOVI LIGURE";"40";"1";"R.D";"AL";"GAMBAROTTA SRL";"0";"1";"N";""
"15122";"";"F";"0";"170";"0";"";"SAN GIULIANO NUOVO";"40";"1";"RB3";"AL";"IDA S.R.L.";"0";"1";"N";""
"1600";"DIS";"C";"0";"129";"41";"78";"SINT PIETERS  LEEUW";"14";"4";"R.D";"BE";"STIVAL SA NV";"0";"0";"2";"25"
"16040";"";"F";"0";"608";"0";"";"SAN COLOMBANO CERTENOLI";"40";"1";"R.D";"GE";"PRATO SERVICE DI DANILO";"0";"1";"N";""
"16043";"ECO";"C";"0";"35";"0";"EC";"CHIAVARI";"13";"2";"CON";"GE";"CLIENTE 5";"0";"0";"2";"8"
"16100";"";"F";"0";"101";"0";"";"GENOVA";"40";"1";"RD6";"GE";"ITA ISTITUTO TECNOLOGIE";"0";"1";"N";""
"16121";"";"C";"0";"75";"0";"43";"GENOVA";"14";"1";"RD3";"GE";"FOREAT SRL";"0";"0";"B";"8"
"16122";"";"F";"0";"207";"0";"";"GENOVA";"40";"1";"RD3";"GE";"IREN MERCATO SPA";"0";"1";"N";""
"16124";"";"C";"2";"46";"0";"24";"GENOVA";"14";"2";"RD3";"GE";"EURO EXPRESS DI ABUL KADER";"0";"0";"2";"8"
"16148";"";"F";"0";"194";"0";"";"GENOVA";"40";"2";"RD3";"GE";"CODELUPPI MASSIMO";"0";"1";"N";""
"16154";"";"C";"2";"55";"0";"31";"GENOVA SESTRI PONENTE";"14";"2";"RD3";"GE";"BOTTEGA DELLA CARNI DI";"0";"0";"2";"8"
"16163";"";"F";"0";"179";"0";"";"BOLZANETTO";"40";"1";"R.D";"GE";"SOGEGROSS SPA";"0";"1";"N";""
"16163";"";"F";"0";"556";"0";"";"GENOVA";"40";"1";"R3D";"GE";"MA.PRI.COM SPA";"0";"1";"N";""
"16163";"C&C";"C";"0";"47";"0";"25";"GENOVA";"14";"1";"RD3";"GE";"SOGEGROSS SPA";"0";"0";"2";"8"
"17600";"";"C";"0";"123";"0";"";"FIGUERES-GIRONA";"14";"4";"R.D";"ES";"PRIMEFARMA S.L.";"0";"0";"1";""
"17600";"";"F";"0";"445";"0";"";"FIGUERES-GIRONA";"40";"4";"R.D";"ES";"PRIMEFARMA S.L.";"0";"1";"N";""
"18038";"";"C";"2";"53";"0";"31";"SANREMO";"14";"1";"RD3";"IM";"PENGUE MASSIMO SAS";"0";"0";"2";"8"
"18039";"";"C";"0";"58";"0";"24";"VENTIMIGLIA";"14";"1";"RD3";"IM";"EMEA SRL";"10";"0";"2";"8"
"1844";"DIS";"C";"0";"156";"8";"95";"VILLENEUVE-VD";"14";"3";"R3D";"CH";"GASTRONOMIA ITALIA-TEDESCO";"0";"0";"2";"28"
"19031";"";"F";"0";"281";"0";"";"BOCCA DI MAGRA";"40";"2";"R.D";"SP";"LA LUCERNA DI FERRO GIUSEPPINA";"0";"1";"N";""
"19032";"";"C";"2";"54";"0";"31";"SANTERENZO LERICI";"14";"2";"RD3";"SP";"CLIENTE 42";"0";"0";"2";"8"
"19038";"ECO";"C";"0";"25";"0";"EC";"SARZANA";"13";"2";"P";"SP";"CLIENTE 6";"0";"0";"2";"8"
"20019";"";"F";"0";"289";"0";"";"SETTIMO MILANESE";"40";"1";"R.D";"MI";"LA COMIDA SRL";"0";"1";"N";""
"20020";"";"F";"0";"518";"0";"";"LAINATE";"40";"1";"R.D";"MI";"ROTOPRINT SOVRASTAMPA SRL";"0";"1";"N";""
"20020";"";"F";"0";"7";"0";"";"PARE'";"40";"1";"RB3";"CO";"TRAFILE TURCONI S.r.l.";"0";"1";"N";""
"20020";"DIS";"C";"0";"118";"0";"74";"LAINATE";"14";"1";"R.D";"MI";"FERRAIUOLO FOODS SRLS";"0";"0";"2";"28"
"20023";"ECO";"C";"0";"16";"0";"EC";"CERRO MAGGIORE";"13";"2";"P";"MI";"CLIENTE 7";"0";"0";"2";"9"
"20026";"";"F";"0";"478";"0";"";"NOVATE MILANESE";"40";"1";"RD3";"MI";"CONSORZIO S.A.F.R.A SOC.COOPER";"0";"1";"N";""
"20026";"ECO";"C";"0";"10";"0";"EC";"NOVATE MILANESE";"13";"2";"P";"MI";"CLIENTE 8";"0";"0";"2";"9"
"20030";"";"F";"0";"351";"0";"";"SENAGO";"40";"1";"RD3";"MI";"CSI SPA";"0";"1";"N";""
"20037";"";"F";"0";"423";"0";"";"PADERNO DUGNANO";"40";"1";"RD3";"MI";"BARENTZ SERVICE SPA";"0";"1";"N";""
"20052";"";"F";"0";"200";"0";"";"MONZA";"40";"1";"R.D";"MI";"WITT ITALIA SRL";"0";"1";"N";""
"20056";"";"F";"0";"414";"0";"";"TREZZO SULL'ADDA";"40";"1";"RD3";"MI";"SPS IDEA.LOGISTIC SRL";"0";"1";"N";""
"20063";"";"F";"0";"149";"0";"";"CERNUSCO SUL NAVIGLIO";"40";"1";"RS3";"MI";"DRYCE ITALIA SRL";"0";"1";"N";""
"20063";"";"F";"0";"56";"0";"";"CERNUSCO SUL NAVIGLIO";"40";"1";"R.D";"MI";"PENNY MARKET ITALIA SRL";"0";"1";"N";""
"20063";"";"F";"0";"563";"0";"";"CERNUSCO SUL NAVIGLIO";"40";"1";"R.D";"MI";"TIDIEMME SRL";"0";"1";"N";""
"20063";"DSC";"C";"0";"10";"0";"20";"CERNUSCO SUL NAVIGLIO";"14";"1";"RD3";"MI";"PENNY MARKET ITALIA SRL";"0";"0";"B";"16"
"20063";"DSC";"C";"0";"91";"0";"20";"CERNUSCO SUL NAVIGLIO";"14";"1";"RD3";"MI";"PENNY MARKET SRL";"0";"0";"B";"16"
"20064";"";"F";"0";"379";"0";"";"GORGONZOLA";"40";"1";"R.D";"MI";"KOPRON SPA";"0";"1";"N";""
"20066";"";"F";"0";"441";"0";"";"MELZO";"40";"1";"R.D";"MI";"DUE SPADE SRL";"0";"1";"N";""
"20068";"";"F";"0";"234";"0";"";"PESCHIERA BORROMEO";"40";"1";"R.D";"MI";"TECNOSOFT SRL";"0";"1";"N";""
"20068";"";"F";"0";"356";"0";"";"PESCHIERA BORROMEO";"40";"1";"R.D";"MI";"LETIZIA SRL";"0";"1";"N";""
"20082";"";"F";"0";"299";"0";"";"NOVIGLIO";"40";"2";"R.D";"MI";"TRATT.LA MADONNINA DI MERMENTI";"0";"1";"N";""
"20085";"";"F";"0";"369";"0";"";"LOCATE DI TRIULZI";"40";"2";"R.D";"MI";"TRAT.GRASS DE ROST DI REGONATI";"0";"1";"N";""
"20089";"";"F";"0";"117";"0";"";"ROZZANO MILANOFIORI";"40";"1";"R.D";"MI";"AUCHAN SPA";"0";"1";"N";""
"20089";"GDO";"C";"0";"11";"0";"30";"ROZZANO MILANOFIORI";"14";"1";"RD3";"MI";"AUCHAN SPA";"10";"0";"B";"9"
"20089";"GDO";"C";"0";"22";"0";"30";"ROZZANO MILANOFIORI";"14";"1";"RD3";"MI";"SMA SUPERMERCATI SPA";"10";"0";"2";"9"
"20090";"ECO";"C";"0";"37";"0";"EC";"BUCCIANASCO";"13";"1";"P";"MI";"CLIENTE 43";"0";"0";"1";"9"
"20090";"";"F";"0";"171";"0";"";"OPERA";"40";"1";"R.D";"MI";"TIBI HOLDING SRL";"0";"1";"N";""
"20090";"";"F";"0";"199";"0";"";"RODANO";"40";"1";"R.D";"MI";"PACK SERVICES SRL";"0";"1";"N";""
"20090";"";"F";"0";"247";"0";"";"OPERA";"40";"1";"R.D";"MI";"GEFA SRL";"0";"1";"N";""
"20090";"";"F";"0";"419";"0";"";"MONZA";"40";"2";"R.D";"MB";"LZ Rappresentanze di GIANA";"0";"1";"N";""
"20090";"";"F";"0";"44";"0";"";"OPERA";"40";"1";"R.D";"MI";"TABO SRL";"0";"1";"N";""
"20090";"";"F";"0";"77";"0";"";"PIEVE EMANUELE";"40";"1";"R.D";"MI";"COOP CONSORZIO NORD OVEST";"0";"1";"N";""
"20090";"GDOCO";"C";"0";"86";"0";"52";"PIEVE EMANUELE";"14";"1";"RD3";"MI";"COOP CONSORZIO NORD OVEST S.";"0";"0";"2";"9"
"20090";"GDOES";"C";"0";"5";"0";"13";"LIMITO DI PIOLTELLO";"14";"1";"3RD";"MI";"ESSELUNGA SPA";"0";"0";"2";"16"
"20090";"GDOES";"C";"0";"6";"0";"13";"LIMITO DI PIOLTELLO";"14";"1";"3RD";"MI";"ESSELUNGA SPA";"0";"0";"2";"9"
"20090";"GDOES";"C";"0";"7";"0";"13";"LIMITO DI PIOLTELLO";"14";"1";"3RD";"MI";"ESSELUNGA SPA";"0";"0";"2";"9"
"20090";"GDOES";"C";"0";"81";"0";"13";"LIMITO DI PIOLTELLO";"14";"1";"R3D";"MI";"ESSELUNGA SPA";"0";"0";"2";"9"
"20091";"";"C";"0";"14";"0";"37";"BRESSO";"14";"1";"RD3";"MI";"GARTICO SOC. CONSORTILE A R.L.";"0";"0";"1";"9"
"20091";"";"F";"0";"100";"0";"";"BRESSO";"40";"1";"R.D";"MI";"GARTICO SOCIETA'CONSOR. A R.L.";"0";"1";"N";""
"20091";"";"F";"0";"293";"0";"";"BRESSO";"40";"1";"RD3";"MI";"RIALTO SRL";"0";"1";"N";""
"20091";"GDO";"C";"0";"62";"0";"37";"BRESSO";"14";"1";"RD3";"MI";"RIALTO SPA";"0";"0";"2";"9"
"20092";"";"F";"0";"544";"0";"";"CINISELLO BALSAMO";"40";"1";"RB6";"MI";"CAMBIELLI EDILFRIULI SPA";"0";"1";"N";""
"20093";"ECO";"C";"0";"24";"0";"EC";"COLOGNO MONZESE";"13";"2";"P";"MI";"CLIENTE 9";"0";"0";"2";"9"
"20096";"";"F";"0";"286";"0";"";"PIOLTELLO";"40";"1";"R.D";"MI";"WANNA S 199 SAS DI LEI JUN C";"0";"1";"N";""
"20096";"";"F";"0";"48";"0";"";"LIMITO DI PIOLTELLO";"40";"1";"R.D";"MI";"ESSELUNGA SPA";"0";"1";"N";""
